region,year,month,extent_km2,frac
Barents,1992,5,382053.105,0.31
Barents,1992,6,343317.809,0.278
Barents,1992,7,212945.496,0.173
Barents,1992,8,75581.59,0.061
Barents,1992,9,34901.905,0.028
Barents,1992,10,280696.176,0.227
Barents,1992,11,487757.147,0.395
Barents,1992,12,601306.439,0.487
Barents,1993,1,698181.397,0.566
Barents,1993,2,746377.121,0.605
Barents,1993,3,825528.798,0.669
Barents,1993,4,893908.881,0.724
Barents,1993,5,729936.636,0.592
Barents,1993,6,543932.284,0.441
Barents,1993,7,335120.273,0.272
Barents,1993,8,159267.202,0.129
Barents,1993,9,141896.568,0.115
Barents,1993,10,331079.066,0.268
Barents,1993,11,500023.373,0.405
Barents,1993,12,610761.472,0.495
Barents,1994,1,861478.488,0.698
Barents,1994,2,933205.654,0.756
Barents,1994,3,894415.765,0.725
Barents,1994,4,888601.34,0.72
Barents,1994,5,822891.35,0.667
Barents,1994,6,491043.735,0.398
Barents,1994,7,178042.899,0.144
Barents,1994,8,34770.113,0.028
Barents,1994,9,9715.305,0.008
Barents,1994,10,187134.608,0.152
Barents,1994,11,562963.183,0.456
Barents,1994,12,612765.463,0.497
Barents,1995,1,717392.245,0.581
Barents,1995,2,700440.99,0.568
Barents,1995,3,689707.654,0.559
Barents,1995,4,488590.75,0.396
Barents,1995,5,430914.85,0.349
Barents,1995,6,347516.891,0.282
Barents,1995,7,143666.911,0.116
Barents,1995,8,28620.97,0.023
Barents,1995,9,6134.97,0.005
Barents,1995,10,92162.212,0.075
Barents,1995,11,506111.644,0.41
Barents,1995,12,688884.138,0.558
Barents,1996,1,793060.824,0.643
Barents,1996,2,927147.886,0.751
Barents,1996,3,823662.507,0.668
Barents,1996,4,838910.272,0.68
Barents,1996,5,756316.592,0.613
Barents,1996,6,520707.553,0.422
Barents,1996,7,259511.382,0.21
Barents,1996,8,57201.502,0.046
Barents,1996,9,14883.908,0.012
Barents,1996,10,150011.451,0.122
Barents,1996,11,300882.28,0.244
Barents,1996,12,538971.895,0.437
Barents,1997,1,813548.455,0.659
Barents,1997,2,966726.656,0.783
Barents,1997,3,892378.01,0.723
Barents,1997,4,1057838.592,0.857
Barents,1997,5,827840.751,0.671
Barents,1997,6,503492.216,0.408
Barents,1997,7,283002.574,0.229
Barents,1997,8,50861.941,0.041
Barents,1997,9,13360.466,0.011
Barents,1997,10,104351.372,0.085
Barents,1997,11,481642.215,0.39
Barents,1997,12,696617.061,0.565
Barents,1998,1,861002.239,0.698
Barents,1998,2,1039275.768,0.842
Barents,1998,3,1077777.622,0.873
Barents,1998,4,1142795.762,0.926
Barents,1998,5,1048092.391,0.849
Barents,1998,6,818718.596,0.663
Barents,1998,7,375549.494,0.304
Barents,1998,8,82598.473,0.067
Barents,1998,9,78376.864,0.064
Barents,1998,10,260000.668,0.211
Barents,1998,11,626914.323,0.508
Barents,1998,12,734542.55,0.595
Barents,1999,1,881841.208,0.715
Barents,1999,2,967374.538,0.784
Barents,1999,3,937685.697,0.76
Barents,1999,4,1028268.408,0.833
Barents,1999,5,989287.564,0.802
Barents,1999,6,687128.409,0.557
Barents,1999,7,232496.836,0.188
Barents,1999,8,98603.219,0.08
Barents,1999,9,81958.89,0.066
Barents,1999,10,174367.669,0.141
Barents,1999,11,330594.235,0.268
Barents,1999,12,503399.232,0.408
Barents,2000,1,639043.178,0.518
Barents,2000,2,709633.199,0.575
Barents,2000,3,724029.247,0.587
Barents,2000,4,750410.397,0.608
Barents,2000,5,563173.334,0.456
Barents,2000,6,356500.063,0.289
Barents,2000,7,158362.572,0.128
Barents,2000,8,9379.746,0.008
Barents,2000,9,5256.609,0.004
Barents,2000,10,39467.619,0.032
Barents,2000,11,184354.351,0.149
Barents,2000,12,426705.017,0.346
Barents,2001,1,568452.202,0.461
Barents,2001,2,721777.419,0.585
Barents,2001,3,901532.624,0.731
Barents,2001,4,895290.621,0.726
Barents,2001,5,661321.45,0.536
Barents,2001,6,376983.791,0.306
Barents,2001,7,69245.349,0.056
Barents,2001,8,15997.747,0.013
Barents,2001,9,2493.077,0.002
Barents,2001,10,41427.859,0.034
Barents,2001,11,354509.163,0.287
Barents,2001,12,455609.081,0.369
Barents,2002,1,682975.2,0.553
Barents,2002,2,823859.318,0.668
Barents,2002,3,853403.702,0.692
Barents,2002,4,767117.382,0.622
Barents,2002,5,704349.584,0.571
Barents,2002,6,451147.346,0.366
Barents,2002,7,102279.625,0.083
Barents,2002,8,36793.901,0.03
Barents,2002,9,32633.577,0.026
Barents,2002,10,205707.462,0.167
Barents,2002,11,482335.6,0.391
Barents,2002,12,665094.306,0.539
Barents,2003,1,920670.932,0.746
Barents,2003,2,933846.743,0.757
Barents,2003,3,987205.622,0.8
Barents,2003,4,947376.722,0.768
Barents,2003,5,851911.266,0.69
Barents,2003,6,672830.291,0.545
Barents,2003,7,323383.097,0.262
Barents,2003,8,109204.219,0.089
Barents,2003,9,101603.911,0.082
Barents,2003,10,202196.352,0.164
Barents,2003,11,426018.259,0.345
Barents,2003,12,671892.286,0.545
Barents,2004,1,854114.046,0.692
Barents,2004,2,902649.114,0.732
Barents,2004,3,882021.58,0.715
Barents,2004,4,830934.535,0.673
Barents,2004,5,625290.761,0.507
Barents,2004,6,418924.664,0.34
Barents,2004,7,191961.439,0.156
Barents,2004,8,26170.079,0.021
Barents,2004,9,7548.921,0.006
Barents,2004,10,81018.114,0.066
Barents,2004,11,353862.647,0.287
Barents,2004,12,466642.547,0.378
Barents,2005,1,514647.525,0.417
Barents,2005,2,520832.44,0.422
Barents,2005,3,768600.229,0.623
Barents,2005,4,799969.298,0.648
Barents,2005,5,669512.748,0.543
Barents,2005,6,334044.111,0.271
Barents,2005,7,86487.076,0.07
Barents,2005,8,6656.17,0.005
Barents,2005,9,3412.599,0.003
Barents,2005,10,107528.012,0.087
Barents,2005,11,301938.031,0.245
Barents,2005,12,336911.252,0.273
Barents,2006,1,368151.707,0.298
Barents,2006,2,554752.475,0.45
Barents,2006,3,714923.451,0.579
Barents,2006,4,591453.655,0.479
Barents,2006,5,253388.118,0.205
Barents,2006,6,136757.69,0.111
Barents,2006,7,32009.793,0.026
Barents,2006,8,6201.253,0.005
Barents,2006,9,5472.25,0.004
Barents,2006,10,148305.39,0.12
Barents,2006,11,180516.809,0.146
Barents,2006,12,264656.925,0.214
Barents,2007,1,393594.233,0.319
Barents,2007,2,633089.251,0.513
Barents,2007,3,552625.027,0.448
Barents,2007,4,501363.935,0.406
Barents,2007,5,381482.52,0.309
Barents,2007,6,272457.255,0.221
Barents,2007,7,64386.091,0.052
Barents,2007,8,20824.626,0.017
Barents,2007,9,2606.194,0.002
Barents,2007,10,35850.654,0.029
Barents,2007,11,121206.668,0.098
Barents,2007,12,284837.643,0.231
Barents,2008,1,372748.525,0.302
Barents,2008,2,437072.792,0.354
Barents,2008,3,571360.98,0.463
Barents,2008,4,587267.939,0.476
Barents,2008,5,470347.609,0.381
Barents,2008,6,327608.142,0.265
Barents,2008,7,115937.396,0.094
Barents,2008,8,42031.474,0.034
Barents,2008,9,31058.298,0.025
Barents,2008,10,107837.074,0.087
Barents,2008,11,308402.014,0.25
Barents,2008,12,408161.99,0.331
Barents,2009,1,570815.983,0.463
Barents,2009,2,626771.703,0.508
Barents,2009,3,679328.634,0.551
Barents,2009,4,758164.973,0.614
Barents,2009,5,609051.912,0.494
Barents,2009,6,281627.941,0.228
Barents,2009,7,74406.323,0.06
Barents,2009,8,45027.939,0.036
Barents,2009,9,23204.726,0.019
Barents,2009,10,42048.941,0.034
Barents,2009,11,93222.729,0.076
Barents,2009,12,340685.627,0.276
Barents,2010,1,572469.431,0.464
Barents,2010,2,667174.61,0.541
Barents,2010,3,842659.096,0.683
Barents,2010,4,856875.1,0.694
Barents,2010,5,418901.843,0.339
Barents,2010,6,165720.592,0.134
Barents,2010,7,33864.256,0.027
Barents,2010,8,4350.474,0.004
Barents,2010,9,9858.423,0.008
Barents,2010,10,27022.044,0.022
Barents,2010,11,238730.394,0.193
Barents,2010,12,546709.69,0.443
Barents,2011,1,685116.705,0.555
Barents,2011,2,777799.843,0.63
Barents,2011,3,698124.244,0.566
Barents,2011,4,687635.24,0.557
Barents,2011,5,537779.726,0.436
Barents,2011,6,261491.651,0.212
Barents,2011,7,69821.683,0.057
Barents,2011,8,11567.913,0.009
Barents,2011,9,2039.894,0.002
Barents,2011,10,30859.342,0.025
Barents,2011,11,147293.644,0.119
Barents,2011,12,278262.719,0.226
Barents,2012,1,350425.982,0.284
Barents,2012,2,391925.125,0.318
Barents,2012,3,495512.933,0.402
Barents,2012,4,530683.477,0.43
Barents,2012,5,263566.949,0.214
Barents,2012,6,94704.508,0.077
Barents,2012,7,7637.677,0.006
Barents,2012,8,3665.127,0.003
Barents,2012,9,1356.188,0.001
Barents,2012,10,21396.928,0.017
Barents,2012,11,56450.46,0.046
Barents,2012,12,248735.373,0.202
Barents,2013,1,376070.241,0.305
Barents,2013,2,521552.847,0.423
Barents,2013,3,750382.586,0.608
Barents,2013,4,709935.955,0.575
Barents,2013,5,397863.634,0.322
Barents,2013,6,145577.752,0.118
Barents,2013,7,6220.516,0.005
Barents,2013,8,4156.525,0.003
Barents,2013,9,1496.554,0.001
Barents,2013,10,30570.479,0.025
Barents,2013,11,84422.264,0.068
Barents,2013,12,339634.74,0.275
Barents,2014,1,506248.657,0.41
Barents,2014,2,484365.841,0.393
Barents,2014,3,549865.6,0.446
Barents,2014,4,618561.772,0.501
Barents,2014,5,461965.178,0.374
Barents,2014,6,209027.101,0.169
Barents,2014,7,72409.758,0.059
Barents,2014,8,99982.801,0.081
Barents,2014,9,98312.251,0.08
Barents,2014,10,183783.207,0.149
Barents,2014,11,403570.105,0.327
Barents,2014,12,458475.037,0.372
Barents,2015,1,618765.097,0.501
Barents,2015,2,722460.447,0.585
Barents,2015,3,560507.722,0.454
Barents,2015,4,426644.459,0.346
Barents,2015,5,359569.01,0.291
Barents,2015,6,224213.875,0.182
Barents,2015,7,90534.637,0.073
Barents,2015,8,13180.115,0.011
Barents,2015,9,1742.431,0.001
Barents,2015,10,25408.97,0.021
Barents,2015,11,64105.81,0.052
Barents,2015,12,188477.12,0.153
Barents,2016,1,385483.351,0.312
Barents,2016,2,379798.936,0.308
Barents,2016,3,401870.542,0.326
Barents,2016,4,373173.126,0.302
Barents,2016,5,188528.719,0.153
Barents,2016,6,67218.37,0.054
Barents,2016,7,6348.148,0.005
Barents,2016,8,4946.548,0.004
Barents,2016,9,1624.47,0.001
Barents,2016,10,19135.744,0.016
Barents,2016,11,43942.011,0.036
Barents,2016,12,156881.609,0.127
Barents,2017,1,294670.077,0.239
Barents,2017,2,445048.537,0.361
Barents,2017,3,545936.511,0.442
Barents,2017,4,547939.236,0.444
Barents,2017,5,483275.819,0.392
Barents,2017,6,227461.896,0.184
Barents,2017,7,75784.785,0.061
Barents,2017,8,21670.393,0.018
Barents,2017,9,1269.073,0.001
Barents,2017,10,38779.41,0.031
Barents,2017,11,113114.077,0.092
Barents,2017,12,198233.788,0.161
Barents,2018,1,320822.22,0.26
Barents,2018,2,462342.659,0.375
Barents,2018,3,662322.479,0.537
Barents,2018,4,730655.843,0.592
Barents,2018,5,460286.928,0.373
Barents,2018,6,167633.361,0.136
Barents,2018,7,29531.587,0.024
Barents,2018,8,4807.076,0.004
Barents,2018,9,1979.706,0.002
Barents,2018,10,19418.387,0.016
Barents,2018,11,89673.005,0.073
Barents,2018,12,171032.546,0.139
Barents,2019,1,415345.838,0.337
Barents,2019,2,589969.646,0.478
Barents,2019,3,732489.669,0.594
Barents,2019,4,581307.014,0.471
Barents,2019,5,440856.132,0.357
Barents,2019,6,265975.112,0.216
Barents,2019,7,112300.019,0.091
Barents,2019,8,44787.893,0.036
Barents,2019,9,14909.156,0.012
Barents,2019,10,54595.378,0.044
Barents,2019,11,242829.93,0.197
Barents,2019,12,406860.687,0.33
Barents,2020,1,605897.837,0.491
Barents,2020,2,654073.79,0.53
Barents,2020,3,701143.91,0.568
Barents,2020,4,657891.34,0.533
Barents,2020,5,432215.421,0.35
Barents,2020,6,201834.787,0.164
Barents,2020,7,55041.511,0.045
Barents,2020,8,5387.468,0.004
Barents,2020,9,1576.813,0.001
Barents,2020,10,21681.895,0.018
Barents,2020,11,37772.681,0.031
Barents,2020,12,239568.531,0.194
Barents,2021,1,427703.33,0.347
Barents,2021,2,753043.012,0.61
Barents,2021,3,764554.603,0.62
Barents,2021,4,563799.961,0.457
Barents,2021,5,444109.886,0.36
Barents,2021,6,189669.492,0.154
Barents,2021,7,63664.521,0.052
Barents,2021,8,5984.539,0.005
Barents,2021,9,1192.062,0.001
Barents,2021,10,25987.74,0.021
Barents,2021,11,227374.13,0.184
Barents,2021,12,498316.637,0.404
Barents,2022,1,666292.874,0.54
Barents,2022,2,673348.837,0.546
Barents,2022,3,635756.948,0.515
Barents,2022,4,673503.693,0.546
Barents,2022,5,550922.786,0.446
Barents,2022,6,116554.569,0.094
Barents,2022,7,12012.356,0.01
Barents,2022,8,5446.433,0.004
Barents,2022,9,2183.701,0.002
Barents,2022,10,31883.576,0.026
Barents,2022,11,98802.296,0.08
Barents,2022,12,224779.107,0.182
Barents,2023,1,293031.996,0.237
Barents,2023,2,371217.75,0.301
Barents,2023,3,559403.314,0.453
Barents,2023,4,567174.438,0.46
Barents,2023,5,371130.919,0.301
Barents,2023,6,128462.751,0.104
Barents,2023,7,50423.16,0.041
Barents,2023,8,9537.636,0.008
Barents,2023,9,2100.291,0.002
Barents,2023,10,34369.524,0.028
Barents,2023,11,202680.713,0.164
Barents,2023,12,345502.648,0.28
Barents,2024,1,581732.836,0.471
Barents,2024,2,531075.504,0.43
Barents,2024,3,689056.893,0.558
Barents,2024,4,807572.949,0.654
Barents,2024,5,577854.211,0.468
Barents,2024,6,281395.428,0.228
Barents,2024,7,14671.617,0.012
Barents,2024,8,3355.482,0.003
Barents,2024,9,4539.068,0.004
Barents,2024,10,24298.176,0.02
Barents,2024,11,52933.724,0.043
Barents,2024,12,231284.604,0.187
Barents,2025,1,413153.256,0.335
Barents,2025,2,411603.63,0.334
Barents,2025,3,469086.598,0.38
Barents,2025,4,515359.288,0.418
Barents,2025,5,375831.868,0.305
Barents,2025,6,110368.198,0.089
Barents,2025,7,12466.298,0.01
Barents,2025,8,2496.02,0.002
Barents,2025,9,730.087,0.001
Barents,2025,10,14908.384,0.012
Barents,2025,11,34497.554,0.028
Barents,2025,12,132599.703,0.107
Barents,2026,1,374066.95,0.303
Barents,2026,2,575703.756,0.467
Barents,2026,3,567626.489,0.46
Barents,2026,4,480177.374,0.389
Barents,2026,5,289060.336,0.234
Barents,2026,6,62089.457,0.05
Barents,2026,7,5132.47,0.004
Barents,2026,8,3179.343,0.003
Beaufort,1978,11,940219.39,1.0
Beaufort,1978,12,940219.39,1.0
Beaufort,1979,1,940219.39,1.0
Beaufort,1979,2,940219.39,1.0
Beaufort,1979,3,940219.39,1.0
Beaufort,1979,4,940219.39,1.0
Beaufort,1979,5,934964.516,0.994
Beaufort,1979,6,910991.276,0.969
Beaufort,1979,7,879673.727,0.936
Beaufort,1979,8,716672.225,0.762
Beaufort,1979,9,625103.959,0.665
Beaufort,1979,10,804376.308,0.856
Beaufort,1979,11,940136.128,1.0
Beaufort,1979,12,940219.39,1.0
Beaufort,1980,1,940219.39,1.0
Beaufort,1980,2,940219.39,1.0
Beaufort,1980,3,940219.39,1.0
Beaufort,1980,4,940219.39,1.0
Beaufort,1980,5,940136.178,1.0
Beaufort,1980,6,939714.773,0.999
Beaufort,1980,7,834385.806,0.887
Beaufort,1980,8,742015.071,0.789
Beaufort,1980,9,843395.148,0.897
Beaufort,1980,10,892040.441,0.949
Beaufort,1980,11,940219.39,1.0
Beaufort,1980,12,940219.39,1.0
Beaufort,1981,1,940219.39,1.0
Beaufort,1981,2,940219.39,1.0
Beaufort,1981,3,940219.39,1.0
Beaufort,1981,4,940219.39,1.0
Beaufort,1981,5,940219.39,1.0
Beaufort,1981,6,923217.501,0.982
Beaufort,1981,7,851430.455,0.906
Beaufort,1981,8,690514.59,0.734
Beaufort,1981,9,692876.932,0.737
Beaufort,1981,10,834387.795,0.887
Beaufort,1981,11,939802.545,1.0
Beaufort,1981,12,940219.39,1.0
Beaufort,1982,1,940219.39,1.0
Beaufort,1982,2,940219.39,1.0
Beaufort,1982,3,940219.39,1.0
Beaufort,1982,4,940219.39,1.0
Beaufort,1982,5,933041.157,0.992
Beaufort,1982,6,879738.206,0.936
Beaufort,1982,7,750241.928,0.798
Beaufort,1982,8,720458.117,0.766
Beaufort,1982,9,626697.498,0.667
Beaufort,1982,10,841608.499,0.895
Beaufort,1982,11,940219.39,1.0
Beaufort,1982,12,940219.39,1.0
Beaufort,1983,1,940219.39,1.0
Beaufort,1983,2,940174.839,1.0
Beaufort,1983,3,940219.39,1.0
Beaufort,1983,4,940219.39,1.0
Beaufort,1983,5,940219.39,1.0
Beaufort,1983,6,926838.471,0.986
Beaufort,1983,7,860599.435,0.915
Beaufort,1983,8,817714.094,0.87
Beaufort,1983,9,870604.451,0.926
Beaufort,1983,10,930746.627,0.99
Beaufort,1983,11,940219.39,1.0
Beaufort,1983,12,940219.39,1.0
Beaufort,1984,1,940219.39,1.0
Beaufort,1984,2,940219.39,1.0
Beaufort,1984,3,940219.39,1.0
Beaufort,1984,4,940219.39,1.0
Beaufort,1984,5,940219.39,1.0
Beaufort,1984,6,937489.883,0.997
Beaufort,1984,7,901344.032,0.959
Beaufort,1984,8,862912.577,0.918
Beaufort,1984,9,811711.741,0.863
Beaufort,1984,10,913923.517,0.972
Beaufort,1984,11,940219.39,1.0
Beaufort,1984,12,940219.39,1.0
Beaufort,1985,1,940219.39,1.0
Beaufort,1985,2,940219.39,1.0
Beaufort,1985,3,940219.39,1.0
Beaufort,1985,4,940219.39,1.0
Beaufort,1985,5,940005.02,1.0
Beaufort,1985,6,921552.901,0.98
Beaufort,1985,7,902960.724,0.96
Beaufort,1985,8,886917.083,0.943
Beaufort,1985,9,854122.975,0.908
Beaufort,1985,10,932795.576,0.992
Beaufort,1985,11,940219.39,1.0
Beaufort,1985,12,940219.39,1.0
Beaufort,1986,1,940219.39,1.0
Beaufort,1986,2,940219.39,1.0
Beaufort,1986,3,940219.39,1.0
Beaufort,1986,4,940219.39,1.0
Beaufort,1986,5,938784.847,0.998
Beaufort,1986,6,933136.487,0.992
Beaufort,1986,7,904354.668,0.962
Beaufort,1986,8,801199.304,0.852
Beaufort,1986,9,726061.879,0.772
Beaufort,1986,10,896218.522,0.953
Beaufort,1986,11,940177.473,1.0
Beaufort,1986,12,940219.39,1.0
Beaufort,1987,1,940219.39,1.0
Beaufort,1987,2,940219.39,1.0
Beaufort,1987,3,940219.39,1.0
Beaufort,1987,4,940219.39,1.0
Beaufort,1987,5,940050.353,1.0
Beaufort,1987,6,882269.005,0.938
Beaufort,1987,7,696150.037,0.74
Beaufort,1987,8,623838.724,0.664
Beaufort,1987,9,679067.48,0.722
Beaufort,1987,10,697286.709,0.742
Beaufort,1987,11,936025.024,0.996
Beaufort,1988,2,940219.39,1.0
Beaufort,1988,3,940219.39,1.0
Beaufort,1988,4,940219.39,1.0
Beaufort,1988,5,934629.656,0.994
Beaufort,1988,6,865928.817,0.921
Beaufort,1988,7,774722.709,0.824
Beaufort,1988,8,786583.082,0.837
Beaufort,1988,9,764831.976,0.813
Beaufort,1988,10,876342.964,0.932
Beaufort,1988,11,940219.39,1.0
Beaufort,1988,12,940219.39,1.0
Beaufort,1989,1,940219.39,1.0
Beaufort,1989,2,940219.39,1.0
Beaufort,1989,3,940198.811,1.0
Beaufort,1989,4,940219.39,1.0
Beaufort,1989,5,940219.39,1.0
Beaufort,1989,6,940073.133,1.0
Beaufort,1989,7,915254.493,0.973
Beaufort,1989,8,765229.522,0.814
Beaufort,1989,9,703187.848,0.748
Beaufort,1989,10,805673.407,0.857
Beaufort,1989,11,940198.644,1.0
Beaufort,1989,12,940219.39,1.0
Beaufort,1990,1,940219.39,1.0
Beaufort,1990,2,940219.39,1.0
Beaufort,1990,3,940219.39,1.0
Beaufort,1990,4,940198.2,1.0
Beaufort,1990,5,937893.083,0.998
Beaufort,1990,6,922423.283,0.981
Beaufort,1990,7,832199.877,0.885
Beaufort,1990,8,761285.302,0.81
Beaufort,1990,9,736996.72,0.784
Beaufort,1990,10,848376.739,0.902
Beaufort,1990,11,940219.39,1.0
Beaufort,1990,12,940219.39,1.0
Beaufort,1991,1,940219.39,1.0
Beaufort,1991,2,940219.39,1.0
Beaufort,1991,3,940219.39,1.0
Beaufort,1991,4,940219.39,1.0
Beaufort,1991,5,925551.85,0.984
Beaufort,1991,6,909783.863,0.968
Beaufort,1991,7,907686.178,0.965
Beaufort,1991,8,907297.051,0.965
Beaufort,1991,9,863166.795,0.918
Beaufort,1991,10,896962.958,0.954
Beaufort,1991,11,940219.39,1.0
Beaufort,1991,12,940219.39,1.0
Beaufort,1992,1,940219.39,1.0
Beaufort,1992,2,940219.39,1.0
Beaufort,1992,3,940219.39,1.0
Beaufort,1992,4,940219.39,1.0
Beaufort,1992,5,940219.39,1.0
Beaufort,1992,6,940219.39,1.0
Beaufort,1992,7,884832.125,0.941
Beaufort,1992,8,822629.741,0.875
Beaufort,1992,9,818519.858,0.871
Beaufort,1992,10,936496.641,0.996
Beaufort,1992,11,940219.39,1.0
Beaufort,1992,12,940198.96,1.0
Beaufort,1993,1,940156.865,1.0
Beaufort,1993,2,940196.65,1.0
Beaufort,1993,3,940219.39,1.0
Beaufort,1993,4,940219.39,1.0
Beaufort,1993,5,936390.315,0.996
Beaufort,1993,6,835900.363,0.889
Beaufort,1993,7,683039.746,0.726
Beaufort,1993,8,657130.277,0.699
Beaufort,1993,9,587286.565,0.625
Beaufort,1993,10,693949.741,0.738
Beaufort,1993,11,936556.544,0.996
Beaufort,1993,12,940178.324,1.0
Beaufort,1994,1,940219.39,1.0
Beaufort,1994,2,940219.39,1.0
Beaufort,1994,3,940219.39,1.0
Beaufort,1994,4,940219.39,1.0
Beaufort,1994,5,938898.035,0.999
Beaufort,1994,6,938236.005,0.998
Beaufort,1994,7,917002.112,0.975
Beaufort,1994,8,805201.247,0.856
Beaufort,1994,9,779142.162,0.829
Beaufort,1994,10,908366.398,0.966
Beaufort,1994,11,940156.75,1.0
Beaufort,1994,12,940199.153,1.0
Beaufort,1995,1,940219.39,1.0
Beaufort,1995,2,940219.39,1.0
Beaufort,1995,3,940219.39,1.0
Beaufort,1995,4,940114.419,1.0
Beaufort,1995,5,923355.336,0.982
Beaufort,1995,6,875527.794,0.931
Beaufort,1995,7,740802.138,0.788
Beaufort,1995,8,643799.454,0.685
Beaufort,1995,9,630365.677,0.67
Beaufort,1995,10,772398.395,0.822
Beaufort,1995,11,940219.39,1.0
Beaufort,1995,12,940219.39,1.0
Beaufort,1996,1,940199.111,1.0
Beaufort,1996,2,940219.39,1.0
Beaufort,1996,3,940219.39,1.0
Beaufort,1996,4,940219.39,1.0
Beaufort,1996,5,940219.39,1.0
Beaufort,1996,6,939969.977,1.0
Beaufort,1996,7,895102.056,0.952
Beaufort,1996,8,837214.875,0.89
Beaufort,1996,9,876496.899,0.932
Beaufort,1996,10,940219.39,1.0
Beaufort,1996,11,940219.39,1.0
Beaufort,1996,12,940219.39,1.0
Beaufort,1997,1,940219.39,1.0
Beaufort,1997,2,940219.39,1.0
Beaufort,1997,3,940219.39,1.0
Beaufort,1997,4,940219.39,1.0
Beaufort,1997,5,940138.841,1.0
Beaufort,1997,6,913927.98,0.972
Beaufort,1997,7,824330.917,0.877
Beaufort,1997,8,711490.741,0.757
Beaufort,1997,9,618335.85,0.658
Beaufort,1997,10,786762.843,0.837
Beaufort,1997,11,939061.635,0.999
Beaufort,1997,12,940219.39,1.0
Beaufort,1998,1,940219.39,1.0
Beaufort,1998,2,940219.39,1.0
Beaufort,1998,3,940219.39,1.0
Beaufort,1998,4,940198.501,1.0
Beaufort,1998,5,892792.501,0.95
Beaufort,1998,6,674219.32,0.717
Beaufort,1998,7,515621.68,0.548
Beaufort,1998,8,462102.463,0.491
Beaufort,1998,9,403760.568,0.429
Beaufort,1998,10,554623.377,0.59
Beaufort,1998,11,862374.467,0.917
Beaufort,1998,12,940219.39,1.0
Beaufort,1999,1,940219.39,1.0
Beaufort,1999,2,940219.39,1.0
Beaufort,1999,3,940219.39,1.0
Beaufort,1999,4,940219.39,1.0
Beaufort,1999,5,940057.133,1.0
Beaufort,1999,6,926932.21,0.986
Beaufort,1999,7,873468.657,0.929
Beaufort,1999,8,676956.457,0.72
Beaufort,1999,9,613229.755,0.652
Beaufort,1999,10,835744.459,0.889
Beaufort,1999,11,940051.379,1.0
Beaufort,1999,12,940219.39,1.0
Beaufort,2000,1,940219.39,1.0
Beaufort,2000,2,940219.39,1.0
Beaufort,2000,3,940219.39,1.0
Beaufort,2000,4,940219.39,1.0
Beaufort,2000,5,940219.39,1.0
Beaufort,2000,6,940219.39,1.0
Beaufort,2000,7,925925.406,0.985
Beaufort,2000,8,770618.807,0.82
Beaufort,2000,9,658053.968,0.7
Beaufort,2000,10,882825.726,0.939
Beaufort,2000,11,940219.39,1.0
Beaufort,2000,12,940219.39,1.0
Beaufort,2001,1,940219.39,1.0
Beaufort,2001,2,940219.39,1.0
Beaufort,2001,3,940219.39,1.0
Beaufort,2001,4,940219.39,1.0
Beaufort,2001,5,940219.39,1.0
Beaufort,2001,6,939824.852,1.0
Beaufort,2001,7,904475.038,0.962
Beaufort,2001,8,855409.232,0.91
Beaufort,2001,9,733195.009,0.78
Beaufort,2001,10,885503.39,0.942
Beaufort,2001,11,940051.0,1.0
Beaufort,2001,12,940219.39,1.0
Beaufort,2002,1,940219.39,1.0
Beaufort,2002,2,940219.39,1.0
Beaufort,2002,3,940219.39,1.0
Beaufort,2002,4,940219.39,1.0
Beaufort,2002,5,940117.924,1.0
Beaufort,2002,6,931966.251,0.991
Beaufort,2002,7,903184.917,0.961
Beaufort,2002,8,778336.453,0.828
