region,year,month,extent_km2,frac
Beaufort,2006,9,642398.178,0.683
Beaufort,2006,10,691752.996,0.736
Beaufort,2006,11,938116.341,0.998
Beaufort,2006,12,940219.39,1.0
Beaufort,2007,1,940219.39,1.0
Beaufort,2007,2,940219.39,1.0
Beaufort,2007,3,940219.39,1.0
Beaufort,2007,4,940219.39,1.0
Beaufort,2007,5,940219.39,1.0
Beaufort,2007,6,915289.155,0.973
Beaufort,2007,7,742937.76,0.79
Beaufort,2007,8,616404.543,0.656
Beaufort,2007,9,460671.722,0.49
Beaufort,2007,10,708332.18,0.753
Beaufort,2007,11,936870.519,0.996
Beaufort,2007,12,940138.458,1.0
Beaufort,2008,1,940219.39,1.0
Beaufort,2008,2,940219.39,1.0
Beaufort,2008,3,940219.39,1.0
Beaufort,2008,4,940219.39,1.0
Beaufort,2008,5,920877.129,0.979
Beaufort,2008,6,812049.363,0.864
Beaufort,2008,7,510867.638,0.543
Beaufort,2008,8,297644.235,0.317
Beaufort,2008,9,327513.883,0.348
Beaufort,2008,10,695322.958,0.74
Beaufort,2008,11,940219.39,1.0
Beaufort,2008,12,940219.39,1.0
Beaufort,2009,1,940219.39,1.0
Beaufort,2009,2,940219.39,1.0
Beaufort,2009,3,940219.39,1.0
Beaufort,2009,4,940219.39,1.0
Beaufort,2009,5,940219.39,1.0
Beaufort,2009,6,908791.157,0.967
Beaufort,2009,7,783485.11,0.833
Beaufort,2009,8,623594.038,0.663
Beaufort,2009,9,493981.906,0.525
Beaufort,2009,10,766157.577,0.815
Beaufort,2009,11,940072.019,1.0
Beaufort,2009,12,940219.39,1.0
Beaufort,2010,1,940219.39,1.0
Beaufort,2010,2,940219.39,1.0
Beaufort,2010,3,940219.39,1.0
Beaufort,2010,4,940219.39,1.0
Beaufort,2010,5,936194.84,0.996
Beaufort,2010,6,818638.578,0.871
Beaufort,2010,7,703572.816,0.748
Beaufort,2010,8,550331.892,0.585
Beaufort,2010,9,357484.991,0.38
Beaufort,2010,10,694790.104,0.739
Beaufort,2010,11,916744.561,0.975
Beaufort,2010,12,940219.39,1.0
Beaufort,2011,1,940219.39,1.0
Beaufort,2011,2,940219.39,1.0
Beaufort,2011,3,940219.39,1.0
Beaufort,2011,4,940219.39,1.0
Beaufort,2011,5,931142.476,0.99
Beaufort,2011,6,899060.596,0.956
Beaufort,2011,7,682042.929,0.725
Beaufort,2011,8,503167.191,0.535
Beaufort,2011,9,327344.722,0.348
Beaufort,2011,10,627090.752,0.667
Beaufort,2011,11,940072.035,1.0
Beaufort,2011,12,940219.39,1.0
Beaufort,2012,1,940219.39,1.0
Beaufort,2012,2,940219.39,1.0
Beaufort,2012,3,940219.39,1.0
Beaufort,2012,4,940219.39,1.0
Beaufort,2012,5,917234.96,0.976
Beaufort,2012,6,804661.477,0.856
Beaufort,2012,7,598666.847,0.637
Beaufort,2012,8,213364.932,0.227
Beaufort,2012,9,117306.188,0.125
Beaufort,2012,10,340482.479,0.362
Beaufort,2012,11,877155.875,0.933
Beaufort,2012,12,940219.39,1.0
Beaufort,2013,1,940219.39,1.0
Beaufort,2013,2,940219.39,1.0
Beaufort,2013,3,940219.39,1.0
Beaufort,2013,4,940219.39,1.0
Beaufort,2013,5,940219.39,1.0
Beaufort,2013,6,939326.59,0.999
Beaufort,2013,7,862822.914,0.918
Beaufort,2013,8,648003.394,0.689
Beaufort,2013,9,648852.374,0.69
Beaufort,2013,10,702006.684,0.747
Beaufort,2013,11,936750.466,0.996
Beaufort,2013,12,940219.39,1.0
Beaufort,2014,1,940219.39,1.0
Beaufort,2014,2,940219.39,1.0
Beaufort,2014,3,940219.39,1.0
Beaufort,2014,4,940219.39,1.0
Beaufort,2014,5,940219.39,1.0
Beaufort,2014,6,903128.514,0.961
Beaufort,2014,7,709856.119,0.755
Beaufort,2014,8,634596.298,0.675
Beaufort,2014,9,538935.653,0.573
Beaufort,2014,10,701881.376,0.747
Beaufort,2014,11,939254.402,0.999
Beaufort,2014,12,940219.39,1.0
Beaufort,2015,1,940219.39,1.0
Beaufort,2015,2,940219.39,1.0
Beaufort,2015,3,940219.39,1.0
Beaufort,2015,4,940198.476,1.0
Beaufort,2015,5,915241.991,0.973
Beaufort,2015,6,858637.468,0.913
Beaufort,2015,7,811907.492,0.864
Beaufort,2015,8,522161.766,0.555
Beaufort,2015,9,286383.544,0.305
Beaufort,2015,10,698667.035,0.743
Beaufort,2015,11,940219.39,1.0
Beaufort,2015,12,940219.39,1.0
Beaufort,2016,1,940219.39,1.0
Beaufort,2016,2,940219.39,1.0
Beaufort,2016,3,940219.39,1.0
Beaufort,2016,4,935182.09,0.995
Beaufort,2016,5,822352.687,0.875
Beaufort,2016,6,769860.415,0.819
Beaufort,2016,7,651066.239,0.692
Beaufort,2016,8,288741.709,0.307
Beaufort,2016,9,190856.769,0.203
Beaufort,2016,10,464864.565,0.494
Beaufort,2016,11,890417.764,0.947
Beaufort,2016,12,940219.39,1.0
Beaufort,2017,1,940219.39,1.0
Beaufort,2017,2,940219.39,1.0
Beaufort,2017,3,940219.39,1.0
Beaufort,2017,4,940219.39,1.0
Beaufort,2017,5,925495.155,0.984
Beaufort,2017,6,814085.604,0.866
Beaufort,2017,7,682700.125,0.726
Beaufort,2017,8,354415.143,0.377
Beaufort,2017,9,277152.735,0.295
Beaufort,2017,10,558940.788,0.594
Beaufort,2017,11,896471.64,0.953
Beaufort,2017,12,940219.39,1.0
Beaufort,2018,1,940219.39,1.0
Beaufort,2018,2,940219.39,1.0
Beaufort,2018,3,940219.39,1.0
Beaufort,2018,4,940219.39,1.0
Beaufort,2018,5,940219.39,1.0
Beaufort,2018,6,918411.892,0.977
Beaufort,2018,7,851392.085,0.906
Beaufort,2018,8,562271.039,0.598
Beaufort,2018,9,503232.418,0.535
Beaufort,2018,10,769780.419,0.819
Beaufort,2018,11,940156.217,1.0
Beaufort,2018,12,940219.39,1.0
Beaufort,2019,1,940219.39,1.0
Beaufort,2019,2,940219.39,1.0
Beaufort,2019,3,940219.39,1.0
Beaufort,2019,4,940219.39,1.0
Beaufort,2019,5,906532.815,0.964
Beaufort,2019,6,738077.67,0.785
Beaufort,2019,7,663967.46,0.706
Beaufort,2019,8,394794.975,0.42
Beaufort,2019,9,309559.726,0.329
Beaufort,2019,10,522641.104,0.556
Beaufort,2019,11,877756.55,0.934
Beaufort,2019,12,940219.39,1.0
Beaufort,2020,1,940219.39,1.0
Beaufort,2020,2,940219.39,1.0
Beaufort,2020,3,940219.39,1.0
Beaufort,2020,4,940219.39,1.0
Beaufort,2020,5,940219.39,1.0
Beaufort,2020,6,923359.12,0.982
Beaufort,2020,7,846716.93,0.901
Beaufort,2020,8,663054.732,0.705
Beaufort,2020,9,469983.42,0.5
Beaufort,2020,10,779461.655,0.829
Beaufort,2020,11,939041.216,0.999
Beaufort,2020,12,940219.39,1.0
Beaufort,2021,1,940219.39,1.0
Beaufort,2021,2,940219.39,1.0
Beaufort,2021,3,940219.39,1.0
Beaufort,2021,4,940219.39,1.0
Beaufort,2021,5,937694.086,0.997
Beaufort,2021,6,910952.602,0.969
Beaufort,2021,7,830895.832,0.884
Beaufort,2021,8,738058.87,0.785
Beaufort,2021,9,544020.266,0.579
Beaufort,2021,10,715056.673,0.761
Beaufort,2021,11,913728.701,0.972
Beaufort,2021,12,940219.39,1.0
Beaufort,2022,1,940219.39,1.0
Beaufort,2022,2,940219.39,1.0
Beaufort,2022,3,940219.39,1.0
Beaufort,2022,4,940219.39,1.0
Beaufort,2022,5,935662.263,0.995
Beaufort,2022,6,939904.864,1.0
Beaufort,2022,7,849277.493,0.903
Beaufort,2022,8,657882.888,0.7
Beaufort,2022,9,430625.226,0.458
Beaufort,2022,10,684771.28,0.728
Beaufort,2022,11,934699.044,0.994
Beaufort,2022,12,940158.19,1.0
Beaufort,2023,1,940219.39,1.0
Beaufort,2023,2,940219.39,1.0
Beaufort,2023,3,940219.39,1.0
Beaufort,2023,4,940219.39,1.0
Beaufort,2023,5,937602.184,0.997
Beaufort,2023,6,894524.728,0.951
Beaufort,2023,7,691087.182,0.735
Beaufort,2023,8,353490.544,0.376
Beaufort,2023,9,170746.004,0.182
Beaufort,2023,10,424930.323,0.452
Beaufort,2023,11,900683.724,0.958
Beaufort,2023,12,940219.39,1.0
Beaufort,2024,1,940219.39,1.0
Beaufort,2024,2,940219.39,1.0
Beaufort,2024,3,940219.39,1.0
Beaufort,2024,4,940219.39,1.0
Beaufort,2024,5,934278.467,0.994
Beaufort,2024,6,830655.928,0.883
Beaufort,2024,7,682680.535,0.726
Beaufort,2024,8,272770.516,0.29
Beaufort,2024,9,144164.055,0.153
Beaufort,2024,10,359927.489,0.383
Beaufort,2024,11,900078.213,0.957
Beaufort,2024,12,940219.39,1.0
Beaufort,2025,1,940219.39,1.0
Beaufort,2025,2,940219.39,1.0
Beaufort,2025,3,940219.39,1.0
Beaufort,2025,4,940219.39,1.0
Beaufort,2025,5,940219.39,1.0
Beaufort,2025,6,938326.134,0.998
Beaufort,2025,7,885643.284,0.942
Beaufort,2025,8,604037.239,0.642
Beaufort,2025,9,286787.832,0.305
Beaufort,2025,10,697357.634,0.742
Beaufort,2025,11,913864.782,0.972
Beaufort,2025,12,940219.39,1.0
Beaufort,2026,1,940219.39,1.0
Beaufort,2026,2,940219.39,1.0
Beaufort,2026,3,940219.39,1.0
Beaufort,2026,4,940219.39,1.0
Beaufort,2026,5,931370.933,0.991
Beaufort,2026,6,929921.756,0.989
Beaufort,2026,7,902355.978,0.96
Beaufort,2026,8,640731.971,0.681
Bering,1978,11,65556.315,0.062
Bering,1978,12,239632.784,0.226
Bering,1979,1,320266.65,0.302
Bering,1979,2,541778.338,0.511
Bering,1979,3,638262.988,0.602
Bering,1979,4,423025.159,0.399
Bering,1979,5,215587.216,0.203
Bering,1979,6,61836.278,0.058
Bering,1979,7,5758.1,0.005
Bering,1979,8,0.0,0.0
Bering,1979,9,4215.978,0.004
Bering,1979,10,28430.871,0.027
Bering,1979,11,83424.925,0.079
Bering,1979,12,373071.537,0.352
Bering,1980,1,645635.675,0.609
Bering,1980,2,804540.706,0.758
Bering,1980,3,811736.438,0.765
Bering,1980,4,726018.225,0.684
Bering,1980,5,391240.604,0.369
Bering,1980,6,76716.315,0.072
Bering,1980,7,6398.683,0.006
Bering,1980,8,0.0,0.0
Bering,1980,9,3898.599,0.004
Bering,1980,10,26045.709,0.025
Bering,1980,11,99417.714,0.094
Bering,1980,12,428744.854,0.404
Bering,1981,1,667107.664,0.629
Bering,1981,2,740832.575,0.698
Bering,1981,3,739331.691,0.697
Bering,1981,4,522117.381,0.492
Bering,1981,5,249802.01,0.235
Bering,1981,6,56882.429,0.054
Bering,1981,7,6787.654,0.006
Bering,1981,8,0.0,0.0
Bering,1981,9,4060.381,0.004
Bering,1981,10,24328.105,0.023
Bering,1981,11,136245.138,0.128
Bering,1981,12,415359.063,0.392
Bering,1982,1,532081.786,0.502
Bering,1982,2,558589.084,0.527
Bering,1982,3,611289.254,0.576
Bering,1982,4,608333.754,0.573
Bering,1982,5,411431.885,0.388
Bering,1982,6,70625.949,0.067
Bering,1982,7,6134.759,0.006
Bering,1982,8,0.0,0.0
Bering,1982,9,3373.778,0.003
Bering,1982,10,30759.465,0.029
Bering,1982,11,105219.629,0.099
Bering,1982,12,308409.128,0.291
Bering,1983,1,636575.269,0.6
Bering,1983,2,760695.371,0.717
Bering,1983,3,786739.315,0.742
Bering,1983,4,668697.379,0.63
Bering,1983,5,286944.415,0.27
Bering,1983,6,67727.742,0.064
Bering,1983,7,7227.69,0.007
Bering,1983,8,0.0,0.0
Bering,1983,9,3216.116,0.003
Bering,1983,10,41480.602,0.039
Bering,1983,11,182314.968,0.172
Bering,1983,12,227533.833,0.214
Bering,1984,1,427775.676,0.403
Bering,1984,2,816376.361,0.77
Bering,1984,3,887004.782,0.836
Bering,1984,4,807328.054,0.761
Bering,1984,5,484305.662,0.457
Bering,1984,6,78949.419,0.074
Bering,1984,7,6540.846,0.006
Bering,1984,8,0.0,0.0
Bering,1984,9,1567.284,0.001
Bering,1984,10,24320.58,0.023
Bering,1984,11,86474.972,0.082
Bering,1984,12,271105.886,0.256
Bering,1985,1,416043.944,0.392
Bering,1985,2,466313.456,0.44
Bering,1985,3,730472.921,0.689
Bering,1985,4,788081.691,0.743
Bering,1985,5,515452.361,0.486
Bering,1985,6,101215.318,0.095
Bering,1985,7,5385.605,0.005
Bering,1985,8,40.415,0.0
Bering,1985,9,2130.472,0.002
Bering,1985,10,31882.355,0.03
Bering,1985,11,115064.47,0.108
Bering,1985,12,195823.128,0.185
Bering,1986,1,519480.613,0.49
Bering,1986,2,636392.884,0.6
Bering,1986,3,777921.415,0.733
Bering,1986,4,659614.238,0.622
Bering,1986,5,311178.372,0.293
Bering,1986,6,51168.903,0.048
Bering,1986,7,6143.237,0.006
Bering,1986,8,0.0,0.0
Bering,1986,9,2210.436,0.002
Bering,1986,10,22529.05,0.021
Bering,1986,11,70635.691,0.067
Bering,1986,12,281321.6,0.265
Bering,1987,1,561124.82,0.529
Bering,1987,2,691182.236,0.652
Bering,1987,3,671618.616,0.633
Bering,1987,4,632377.211,0.596
Bering,1987,5,431538.396,0.407
Bering,1987,6,106023.888,0.1
Bering,1987,7,4591.168,0.004
Bering,1987,8,0.0,0.0
Bering,1987,9,2291.433,0.002
Bering,1987,10,15970.546,0.015
Bering,1987,11,95967.581,0.09
Bering,1988,2,640431.522,0.604
Bering,1988,3,821867.307,0.775
Bering,1988,4,759898.303,0.716
Bering,1988,5,300144.818,0.283
Bering,1988,6,55068.386,0.052
Bering,1988,7,4141.753,0.004
Bering,1988,8,0.0,0.0
Bering,1988,9,2372.224,0.002
Bering,1988,10,13232.419,0.012
Bering,1988,11,149907.5,0.141
Bering,1988,12,540480.96,0.509
Bering,1989,1,679315.367,0.64
Bering,1989,2,521217.706,0.491
Bering,1989,3,546235.158,0.515
Bering,1989,4,402393.228,0.379
Bering,1989,5,179738.568,0.169
Bering,1989,6,55727.078,0.053
Bering,1989,7,4921.399,0.005
Bering,1989,8,0.0,0.0
Bering,1989,9,2712.125,0.003
Bering,1989,10,18754.489,0.018
Bering,1989,11,107681.374,0.102
Bering,1989,12,342257.292,0.323
Bering,1990,1,624200.636,0.588
Bering,1990,2,792330.605,0.747
Bering,1990,3,821893.996,0.775
Bering,1990,4,666148.155,0.628
Bering,1990,5,363879.557,0.343
Bering,1990,6,52450.651,0.049
Bering,1990,7,4879.789,0.005
Bering,1990,8,0.0,0.0
Bering,1990,9,1948.287,0.002
Bering,1990,10,19234.569,0.018
Bering,1990,11,82647.152,0.078
Bering,1990,12,367205.434,0.346
Bering,1991,1,609435.208,0.574
Bering,1991,2,864522.468,0.815
Bering,1991,3,787839.642,0.743
Bering,1991,4,741288.318,0.699
Bering,1991,5,399779.152,0.377
Bering,1991,6,70528.295,0.066
Bering,1991,7,4376.425,0.004
Bering,1991,8,0.0,0.0
Bering,1991,9,2733.598,0.003
Bering,1991,10,19767.504,0.019
Bering,1991,11,75412.613,0.071
Bering,1991,12,317609.474,0.299
Bering,1992,1,656104.893,0.618
Bering,1992,2,709567.873,0.669
Bering,1992,3,872115.973,0.822
Bering,1992,4,726132.136,0.684
Bering,1992,5,389103.742,0.367
Bering,1992,6,89559.88,0.084
Bering,1992,7,5545.45,0.005
Bering,1992,8,0.0,0.0
Bering,1992,9,2532.877,0.002
Bering,1992,10,25187.44,0.024
Bering,1992,11,149164.948,0.141
Bering,1992,12,488093.443,0.46
Bering,1993,1,583229.582,0.55
Bering,1993,2,705388.259,0.665
Bering,1993,3,730694.691,0.689
Bering,1993,4,590738.605,0.557
Bering,1993,5,255897.519,0.241
Bering,1993,6,42591.45,0.04
Bering,1993,7,5952.583,0.006
Bering,1993,8,0.0,0.0
Bering,1993,9,2853.114,0.003
Bering,1993,10,20836.399,0.02
Bering,1993,11,55731.689,0.053
Bering,1993,12,369336.12,0.348
Bering,1994,1,587804.185,0.554
Bering,1994,2,590796.329,0.557
Bering,1994,3,827088.352,0.78
Bering,1994,4,774375.877,0.73
Bering,1994,5,519311.29,0.49
Bering,1994,6,69750.823,0.066
Bering,1994,7,6457.124,0.006
Bering,1994,8,0.0,0.0
Bering,1994,9,3699.229,0.003
Bering,1994,10,22757.868,0.021
Bering,1994,11,161170.493,0.152
Bering,1994,12,547677.641,0.516
Bering,1995,1,729434.928,0.688
Bering,1995,2,874936.255,0.825
Bering,1995,3,829461.726,0.782
Bering,1995,4,786452.817,0.741
Bering,1995,5,308879.495,0.291
Bering,1995,6,57273.547,0.054
Bering,1995,7,5407.229,0.005
Bering,1995,8,0.0,0.0
Bering,1995,9,3477.757,0.003
Bering,1995,10,18523.568,0.017
Bering,1995,11,64309.486,0.061
Bering,1995,12,280108.323,0.264
Bering,1996,1,493750.922,0.465
Bering,1996,2,599566.838,0.565
Bering,1996,3,514754.023,0.485
Bering,1996,4,461552.614,0.435
Bering,1996,5,156890.778,0.148
Bering,1996,6,61262.87,0.058
Bering,1996,7,6301.954,0.006
Bering,1996,8,0.0,0.0
Bering,1996,9,2813.529,0.003
Bering,1996,10,21686.393,0.02
Bering,1996,11,72862.272,0.069
Bering,1996,12,287408.345,0.271
Bering,1997,1,514421.096,0.485
Bering,1997,2,709319.848,0.669
Bering,1997,3,755854.804,0.713
Bering,1997,4,591768.348,0.558
Bering,1997,5,224353.105,0.211
Bering,1997,6,36655.762,0.035
Bering,1997,7,3501.394,0.003
Bering,1997,8,0.0,0.0
Bering,1997,9,1710.225,0.002
Bering,1997,10,12250.369,0.012
Bering,1997,11,55170.28,0.052
Bering,1997,12,387378.434,0.365
Bering,1998,1,723294.151,0.682
Bering,1998,2,915139.857,0.863
Bering,1998,3,801618.631,0.756
Bering,1998,4,636432.51,0.6
Bering,1998,5,350867.903,0.331
Bering,1998,6,54585.566,0.051
Bering,1998,7,3794.138,0.004
Bering,1998,8,0.0,0.0
Bering,1998,9,1288.197,0.001
Bering,1998,10,11618.707,0.011
Bering,1998,11,53656.026,0.051
Bering,1998,12,348285.008,0.328
Bering,1999,1,628488.408,0.592
Bering,1999,2,805242.103,0.759
Bering,1999,3,865705.654,0.816
Bering,1999,4,879807.503,0.829
Bering,1999,5,527445.648,0.497
Bering,1999,6,102683.617,0.097
Bering,1999,7,3754.427,0.004
Bering,1999,8,0.0,0.0
Bering,1999,9,1447.892,0.001
Bering,1999,10,11473.029,0.011
Bering,1999,11,147275.775,0.139
Bering,1999,12,585570.586,0.552
Bering,2000,1,869251.703,0.819
Bering,2000,2,751547.829,0.708
Bering,2000,3,734070.397,0.692
Bering,2000,4,696738.907,0.657
Bering,2000,5,405993.361,0.383
Bering,2000,6,93052.607,0.088
Bering,2000,7,3346.354,0.003
Bering,2000,8,0.0,0.0
Bering,2000,9,1005.904,0.001
Bering,2000,10,11998.74,0.011
Bering,2000,11,57827.668,0.055
Bering,2000,12,227380.682,0.214
Bering,2001,1,499885.061,0.471
Bering,2001,2,456461.274,0.43
Bering,2001,3,578294.049,0.545
Bering,2001,4,599199.807,0.565
Bering,2001,5,339150.915,0.32
Bering,2001,6,43613.247,0.041
Bering,2001,7,3891.406,0.004
Bering,2001,8,0.0,0.0
Bering,2001,9,1086.855,0.001
Bering,2001,10,17652.325,0.017
Bering,2001,11,170211.028,0.16
Bering,2001,12,449597.277,0.424
Bering,2002,1,739044.19,0.697
Bering,2002,2,885428.56,0.835
Bering,2002,3,661807.738,0.624
Bering,2002,4,487704.569,0.46
Bering,2002,5,216349.001,0.204
Bering,2002,6,46126.565,0.043
Bering,2002,7,3308.664,0.003
Bering,2002,8,0.0,0.0
Bering,2002,9,1005.474,0.001
Bering,2002,10,15317.484,0.014
Bering,2002,11,45227.001,0.043
Bering,2002,12,188731.876,0.178
Bering,2003,1,475193.772,0.448
Bering,2003,2,623103.122,0.587
Bering,2003,3,628422.393,0.592
Bering,2003,4,444014.837,0.419
Bering,2003,5,115032.619,0.108
Bering,2003,6,49138.712,0.046
Bering,2003,7,2568.575,0.002
Bering,2003,8,0.0,0.0
Bering,2003,9,584.201,0.001
Bering,2003,10,9163.66,0.009
Bering,2003,11,40083.607,0.038
Bering,2003,12,266019.019,0.251
Bering,2004,1,422770.175,0.399
Bering,2004,2,658652.039,0.621
Bering,2004,3,666744.189,0.629
Bering,2004,4,550287.456,0.519
Bering,2004,5,166623.905,0.157
Bering,2004,6,50910.93,0.048
Bering,2004,7,2783.779,0.003
Bering,2004,8,0.0,0.0
Bering,2004,9,403.342,0.0
Bering,2004,10,15958.744,0.015
Bering,2004,11,50726.027,0.048
Bering,2004,12,281609.191,0.265
Bering,2005,1,427169.352,0.403
Bering,2005,2,611388.387,0.576
Bering,2005,3,622102.281,0.586
Bering,2005,4,654400.194,0.617
Bering,2005,5,271280.664,0.256
Bering,2005,6,48534.944,0.046
Bering,2005,7,2917.997,0.003
Bering,2005,8,0.0,0.0
Bering,2005,9,1949.663,0.002
Bering,2005,10,9330.141,0.009
Bering,2005,11,118256.753,0.111
Bering,2005,12,486709.983,0.459
Bering,2006,1,752178.067,0.709
Bering,2006,2,730360.885,0.688
Bering,2006,3,662727.606,0.625
Bering,2006,4,706492.977,0.666
Bering,2006,5,458286.406,0.432
Bering,2006,6,85642.124,0.081
Bering,2006,7,3328.482,0.003
Bering,2006,8,0.0,0.0
Bering,2006,9,1488.86,0.001
Bering,2006,10,10575.152,0.01
Bering,2006,11,50190.928,0.047
Bering,2006,12,243861.021,0.23
Bering,2007,1,639198.065,0.603
Bering,2007,2,580888.883,0.548
Bering,2007,3,788408.985,0.743
Bering,2007,4,641675.235,0.605
Bering,2007,5,331313.237,0.312
Bering,2007,6,31863.293,0.03
Bering,2007,7,2977.111,0.003
Bering,2007,8,0.0,0.0
Bering,2007,9,1709.774,0.002
Bering,2007,10,8812.693,0.008
Bering,2007,11,38306.851,0.036
Bering,2007,12,174781.176,0.165
Bering,2008,1,608410.054,0.574
Bering,2008,2,822213.695,0.775
Bering,2008,3,997307.429,0.94
Bering,2008,4,837775.073,0.79
Bering,2008,5,455003.222,0.429
Bering,2008,6,29122.493,0.027
Bering,2008,7,1652.753,0.002
Bering,2008,8,0.0,0.0
Bering,2008,9,644.788,0.001
Bering,2008,10,12127.774,0.011
Bering,2008,11,94418.94,0.089
Bering,2008,12,352453.233,0.332
Bering,2009,1,743809.138,0.701
Bering,2009,2,839949.105,0.792
Bering,2009,3,809567.13,0.763
Bering,2009,4,918510.525,0.866
Bering,2009,5,422447.821,0.398
Bering,2009,6,45801.653,0.043
Bering,2009,7,1634.777,0.002
Bering,2009,8,0.0,0.0
Bering,2009,9,563.888,0.001
Bering,2009,10,9623.728,0.009
Bering,2009,11,114347.973,0.108
Bering,2009,12,408963.847,0.386
Bering,2010,1,650503.911,0.613
Bering,2010,2,835350.925,0.787
Bering,2010,3,936364.835,0.883
Bering,2010,4,819200.228,0.772
Bering,2010,5,441991.275,0.417
Bering,2010,6,37209.212,0.035
Bering,2010,7,2102.08,0.002
Bering,2010,8,0.0,0.0
Bering,2010,9,563.278,0.001
Bering,2010,10,8270.157,0.008
Bering,2010,11,28788.87,0.027
Bering,2010,12,197368.72,0.186
Bering,2011,1,578746.52,0.546
Bering,2011,2,672348.472,0.634
Bering,2011,3,649501.131,0.612
Bering,2011,4,621653.739,0.586
Bering,2011,5,247983.574,0.234
Bering,2011,6,22239.713,0.021
Bering,2011,7,1771.369,0.002
Bering,2011,8,0.0,0.0
Bering,2011,9,1026.039,0.001
Bering,2011,10,8126.239,0.008
Bering,2011,11,91939.325,0.087
Bering,2011,12,398920.257,0.376
Bering,2012,1,785602.415,0.741
Bering,2012,2,944432.485,0.89
Bering,2012,3,1060829.753,1.0
Bering,2012,4,1036921.092,0.977
Bering,2012,5,648741.402,0.612
Bering,2012,6,120029.932,0.113
Bering,2012,7,2023.022,0.002
Bering,2012,8,0.0,0.0
Bering,2012,9,602.667,0.001
Bering,2012,10,9184.096,0.009
Bering,2012,11,127962.611,0.121
Bering,2012,12,423325.771,0.399
Bering,2013,1,688256.167,0.649
Bering,2013,2,893149.33,0.842
Bering,2013,3,903107.968,0.851
Bering,2013,4,808484.101,0.762
Bering,2013,5,455031.848,0.429
Bering,2013,6,75263.166,0.071
Bering,2013,7,1791.155,0.002
Bering,2013,8,0.0,0.0
Bering,2013,9,382.756,0.0
Bering,2013,10,12142.752,0.011
Bering,2013,11,43707.005,0.041
Bering,2013,12,184607.683,0.174
Bering,2014,1,498804.799,0.47
Bering,2014,2,588389.916,0.555
Bering,2014,3,724940.174,0.683
Bering,2014,4,559509.056,0.527
Bering,2014,5,174003.624,0.164
Bering,2014,6,48526.891,0.046
Bering,2014,7,2334.368,0.002
Bering,2014,8,0.0,0.0
Bering,2014,9,845.387,0.001
Bering,2014,10,9393.804,0.009
Bering,2014,11,31279.413,0.029
Bering,2014,12,178550.149,0.168
Bering,2015,1,327921.847,0.309
Bering,2015,2,560202.899,0.528
Bering,2015,3,565101.604,0.533
Bering,2015,4,552706.534,0.521
Bering,2015,5,152486.59,0.144
Bering,2015,6,20433.701,0.019
Bering,2015,7,2433.442,0.002
Bering,2015,8,0.0,0.0
Bering,2015,9,442.74,0.0
Bering,2015,10,11888.77,0.011
Bering,2015,11,38647.717,0.036
Bering,2015,12,304328.896,0.287
Bering,2016,1,472042.2,0.445
Bering,2016,2,574573.842,0.542
Bering,2016,3,635216.948,0.599
Bering,2016,4,566074.265,0.534
Bering,2016,5,139579.715,0.132
Bering,2016,6,25217.446,0.024
Bering,2016,7,2919.442,0.003
Bering,2016,8,0.0,0.0
Bering,2016,9,845.371,0.001
Bering,2016,10,16740.209,0.016
Bering,2016,11,33816.152,0.032
Bering,2016,12,161882.425,0.153
Bering,2017,1,315348.037,0.297
Bering,2017,2,540847.327,0.51
Bering,2017,3,623677.216,0.588
Bering,2017,4,435972.761,0.411
Bering,2017,5,79238.469,0.075
Bering,2017,6,23794.173,0.022
Bering,2017,7,1945.374,0.002
Bering,2017,8,0.0,0.0
Bering,2017,9,482.039,0.0
Bering,2017,10,10526.681,0.01
Bering,2017,11,27021.802,0.025
Bering,2017,12,98675.403,0.093
Bering,2018,1,250836.585,0.236
Bering,2018,2,298998.281,0.282
Bering,2018,3,304280.98,0.287
Bering,2018,4,137096.218,0.129
Bering,2018,5,26696.369,0.025
Bering,2018,6,15800.86,0.015
Bering,2018,7,2161.045,0.002
Bering,2018,8,0.0,0.0
Bering,2018,9,1045.789,0.001
Bering,2018,10,16904.687,0.016
Bering,2018,11,20749.391,0.02
Bering,2018,12,222141.771,0.209
Bering,2019,1,503135.346,0.474
Bering,2019,2,377497.032,0.356
Bering,2019,3,289418.735,0.273
Bering,2019,4,202313.293,0.191
Bering,2019,5,64252.22,0.061
Bering,2019,6,32185.203,0.03
Bering,2019,7,2490.551,0.002
Bering,2019,8,0.0,0.0
Bering,2019,9,1707.377,0.002
Bering,2019,10,11293.282,0.011
Bering,2019,11,49957.406,0.047
Bering,2019,12,151973.751,0.143
Bering,2020,1,466524.938,0.44
Bering,2020,2,708542.184,0.668
Bering,2020,3,652598.0,0.615
Bering,2020,4,414216.785,0.39
Bering,2020,5,236263.303,0.223
Bering,2020,6,43422.368,0.041
Bering,2020,7,2161.744,0.002
Bering,2020,8,0.0,0.0
Bering,2020,9,944.181,0.001
Bering,2020,10,13977.643,0.013
Bering,2020,11,24795.001,0.023
Bering,2020,12,168828.99,0.159
Bering,2021,1,461098.498,0.435
Bering,2021,2,591635.798,0.558
Bering,2021,3,598360.298,0.564
Bering,2021,4,531742.038,0.501
Bering,2021,5,302131.004,0.285
Bering,2021,6,57748.135,0.054
Bering,2021,7,3054.962,0.003
Bering,2021,8,0.0,0.0
Bering,2021,9,442.539,0.0
